index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
551,okie,0,"[1, 2]","{'stage1': 0.04384691452601425, 'stage2': 0.19217393405092156, 'stage2_fallback': True}",0,2,0.0,4.747867584228516
552,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0,[1],{'stage1': 0.022751515454226257},0,1,0.0,0.0
553,good good job i like entrepreneurs,0,[1],{'stage1': 0.022579153423479898},0,1,0.0,21.1637020111084
554,give me some time to walk there,0,"[1, 2]","{'stage1': 0.03467182116990836, 'stage2': 0.09339336775259326}",0,2,0.0,9.755134582519531
555,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,1,[1],{'stage1': 0.8535458898816889},1,1,0.0,4.008293151855469
556,babe i love you covers your face in kisses,0,"[1, 2]","{'stage1': 0.05996002116036799, 'stage2': 0.19004396420580824, 'stage2_fallback': True}",0,2,0.0,12.413501739501953
557,surly ill give it to you while coming to review,0,"[1, 2]","{'stage1': 0.06102970950526874, 'stage2': 0.21589827848671175, 'stage2_fallback': True}",0,2,0.0,12.517929077148438
558,exactly anyways how far is jide her to study or just visiting,0,"[1, 2]","{'stage1': 0.1012737377643398, 'stage2': 0.13549556781627434}",0,2,0.0,10.541200637817383
559,all e best 4 ur exam later,0,"[1, 2]","{'stage1': 0.0672944534711338, 'stage2': 0.14879082516432834}",0,2,0.0,9.588479995727539
560,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply date now,1,[1],{'stage1': 0.9373521702578783},1,1,0.0,7.679939270019531
561,please attend the phone,0,"[1, 2]","{'stage1': 0.09152616160793851, 'stage2': 0.36204341149528413, 'stage2_fallback': True}",0,2,0.0,9.495973587036133
562,olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement hopefully they dont ignore that,0,"[1, 2]","{'stage1': 0.06443071053607406, 'stage2': 0.2748182453555697, 'stage2_fallback': True}",0,2,0.0,9.627103805541992
563,now u sound like manky scouse boy steve like i is travelling on da bus home wot has u inmind 4 recreation dis eve,0,"[1, 2]","{'stage1': 0.05313807687926778, 'stage2': 0.22884164825141953, 'stage2_fallback': True}",0,2,0.0,2.0046234130859375
564,r u still working now,0,"[1, 2]","{'stage1': 0.07413783724312079, 'stage2': 0.10960660703291425}",0,2,0.0,16.756772994995117
565,how stupid to say that i challenge god you dont think at all on what i write instead you respond immed,0,[1],{'stage1': 0.022452758939417526},0,1,0.0,0.0
566,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight pobox36504w45wq 150p,1,[1],{'stage1': 0.5894627245005649},1,1,0.0,16.994714736938477
567,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt,1,[1],{'stage1': 0.7626090322197259},1,1,0.0,4.007101058959961
568,same wana plan a trip sometme then,0,"[1, 2]","{'stage1': 0.033248738303712985, 'stage2': 0.17710648267767198, 'stage2_fallback': True}",0,2,0.0,9.900331497192383
569,so no messages had food,0,"[1, 2]","{'stage1': 0.04151178667944618, 'stage2': 0.338882095955827, 'stage2_fallback': True}",0,2,0.0,16.002893447875977
570,in work now going have in few min,0,"[1, 2]","{'stage1': 0.0724444436601997, 'stage2': 0.11413973598851325}",0,2,0.0,5.717277526855469
571,forwarded from 88877 free entry into our 250 weekly comp just send the word enter to 88877 now 18 t c,1,[1],{'stage1': 0.7201385957239533},1,1,0.0,9.570598602294922
572,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations ph 08700435505150p,1,[1],{'stage1': 0.38492862834369773},1,1,0.0,10.184049606323242
573,just got to lt gt,0,[1],{'stage1': 0.02527460616130483},0,1,0.0,5.750417709350586
574,she s fine i have had difficulties with her phone it works with mine can you pls send her another friend request,0,"[1, 2]","{'stage1': 0.045677089729374, 'stage2': 0.18471230817694168, 'stage2_fallback': True}",0,2,0.0,0.0
575,hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10p min to stop texts call 08712460324 10p min,1,[1],{'stage1': 0.5349423122626672},1,1,0.0,15.976667404174805
576,am only searching for good dual sim mobile pa,0,"[1, 2]","{'stage1': 0.16084058426548262, 'stage2': 0.3652268805655578, 'stage2_fallback': True}",0,2,0.0,13.94033432006836
577,did you stitch his trouser,0,[1],{'stage1': 0.02865192273376876},0,1,0.0,8.26716423034668
578,dai i downloaded but there is only exe file which i can only run that exe after installing,0,"[1, 2]","{'stage1': 0.036574584796797024, 'stage2': 0.17800052301565852, 'stage2_fallback': True}",0,2,0.0,9.443283081054688
579,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs,1,[1],{'stage1': 0.8381234369113016},1,1,0.0,0.0
580,gud mrng dear hav a nice day,0,"[1, 2]","{'stage1': 0.03342655697733903, 'stage2': 0.15818651780806675, 'stage2_fallback': True}",0,2,0.0,15.900850296020508
581,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,0,"[1, 2]","{'stage1': 0.038044152738534565, 'stage2': 0.1715399144312902, 'stage2_fallback': True}",0,2,0.0,12.999773025512695
582,o we cant see if we can join denis and mina or does denis want alone time,0,"[1, 2]","{'stage1': 0.060103578812317766, 'stage2': 0.1733400984985562, 'stage2_fallback': True}",0,2,0.0,8.493661880493164
583,freemsg hey there darling it s been 3 week s now and no word back i d like some fun you up for it still tb ok xxx std chgs to send 1 50 to rcv,1,"[1, 2]","{'stage1': 0.18721266240052684, 'stage2': 0.5704231522090503, 'stage2_fallback': True}",1,2,0.0,10.464191436767578
584,it doesnt make sense to take it there unless its free if you need to know more wikipedia com,0,"[1, 2]","{'stage1': 0.07660899467181757, 'stage2': 0.18836806423322083, 'stage2_fallback': True}",0,2,0.0,6.196498870849609
585,hi this is roger from cl how are you,0,"[1, 2]","{'stage1': 0.10686505075012927, 'stage2': 0.3971943890571759, 'stage2_fallback': True}",0,2,0.0,16.554832458496094
586,wot student discount can u get on books,0,"[1, 2]","{'stage1': 0.06746187775805006, 'stage2': 0.2531703033228544, 'stage2_fallback': True}",0,2,0.0,8.880138397216797
587,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to no subscriptions,1,[1],{'stage1': 0.48153470944976895},1,1,0.0,0.0
588,my ex wife was not able to have kids do you want kids one day,0,"[1, 2]","{'stage1': 0.032703255033384664, 'stage2': 0.20928410614509113, 'stage2_fallback': True}",0,2,0.0,19.504785537719727
589,i wish u were here i feel so alone,0,"[1, 2]","{'stage1': 0.04010468456409732, 'stage2': 0.1409717558251254}",0,2,0.0,0.0
590,ok me watching tv too,0,[1],{'stage1': 0.01807870306494444},0,1,0.0,17.995595932006836
591,it s ok i wun b angry msg u aft i come home tonight,0,[1],{'stage1': 0.025396767220042728},0,1,0.0,8.951902389526367
592,i m fine hope you are also,0,"[1, 2]","{'stage1': 0.03387740117580704, 'stage2': 0.15083287921035932, 'stage2_fallback': True}",0,2,0.0,0.0
593,i need coz i never go before,0,"[1, 2]","{'stage1': 0.03691213422533724, 'stage2': 0.07952849698788149}",0,2,0.0,17.824649810791016
594,good afternoon starshine how s my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,0,[1],{'stage1': 0.01692634576028496},0,1,0.0,0.0
595,vikky come around lt time gt,0,[1],{'stage1': 0.021918683951242232},0,1,0.0,14.087677001953125
596,not yet just i d like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,0,"[1, 2]","{'stage1': 0.03797791027163405, 'stage2': 0.18660746609712178, 'stage2_fallback': True}",0,2,0.0,15.797138214111328
597,wanna have a laugh try chit chat on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,1,[1],{'stage1': 0.7426192289879283},1,1,0.0,7.809877395629883
598,xmas iscoming ur awarded either 500 cd gift vouchers free entry 2 r 100 weekly draw txt music to 87066 tnc,1,[1],{'stage1': 0.8215490868257662},1,1,0.0,8.838891983032227
599,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous,0,[1],{'stage1': 0.020680973849614665},0,1,0.0,1.0228157043457031
600,idc get over here you are not weaseling your way out of this shit twice in a row,0,"[1, 2]","{'stage1': 0.09077863241344168, 'stage2': 0.28235198351214885, 'stage2_fallback': True}",0,2,0.0,13.903379440307617
601,nope but i m going home now then go pump petrol lor like going 2 rain soon,0,[1],{'stage1': 0.01827733668566119},0,1,0.0,0.0
602,beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,0,"[1, 2]","{'stage1': 0.060140543664673723, 'stage2': 0.18654215427501067, 'stage2_fallback': True}",0,2,0.0,20.13111114501953
603,none nowhere ikno doesdiscount shitinnit,0,"[1, 2]","{'stage1': 0.06084321332443921, 'stage2': 0.22260877903091442, 'stage2_fallback': True}",0,2,0.0,9.756088256835938
604,gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,1,[1],{'stage1': 0.734346055938458},1,1,0.0,2.002716064453125
605,marvel mobile play the official ultimate spider man game 4 50 on ur mobile right now text spider to 83338 for the game we ll send u a free 8ball wallpaper,1,[1],{'stage1': 0.6848944541650577},1,1,0.0,15.871286392211914
606,how u doin baby girl hope u are okay every time i call ure phone is off i miss u get in touch,0,"[1, 2]","{'stage1': 0.08502732228016534, 'stage2': 0.1279710545172386}",0,2,0.0,0.0
607,how much r willing to pay,0,"[1, 2]","{'stage1': 0.04520842213174561, 'stage2': 0.29566981861742525, 'stage2_fallback': True}",0,2,0.0,15.952348709106445
608,yeah it s jus rite,0,[1],{'stage1': 0.024829970573078525},0,1,0.0,0.0
609,pathaya enketa maraikara pa,0,"[1, 2]","{'stage1': 0.04625245477042468, 'stage2': 0.16225792308048978, 'stage2_fallback': True}",0,2,0.0,16.797780990600586
610,sorry i ll call later,0,"[1, 2]","{'stage1': 0.03532059026545395, 'stage2': 0.18267692122421322, 'stage2_fallback': True}",0,2,0.0,15.148639678955078
611,i hope you that s the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,0,"[1, 2]","{'stage1': 0.046351027369763195, 'stage2': 0.2432420561040478, 'stage2_fallback': True}",0,2,0.0,10.048151016235352
612,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optout 4qf2,1,[1],{'stage1': 0.865969176117241},1,1,0.0,5.748748779296875
613,claim a 200 shopping spree just call 08717895698 now have you won mobstorequiz10ppm,1,[1],{'stage1': 0.5458321094013117},1,1,0.0,0.0
614,moby pub quiz win a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277 unsub stop 1 50 008704050406 sp,1,[1],{'stage1': 0.7841098767191601},1,1,0.0,15.722990036010742
615,madam regret disturbance might receive a reference check from dlf premarica kindly be informed rgds rakhesh kerala,0,"[1, 2]","{'stage1': 0.15535941233944014, 'stage2': 0.23771047282362026, 'stage2_fallback': True}",0,2,0.0,0.0
616,he telling not to tell any one if so treat for me hi hi hi,0,[1],{'stage1': 0.026411998938405113},0,1,0.0,21.26765251159668
617,thanx u darlin im cool thanx a few bday drinks 2 nite 2morrow off take care c u soon xxx,0,"[1, 2]","{'stage1': 0.03369956419255422, 'stage2': 0.1681130572650944, 'stage2_fallback': True}",0,2,0.0,9.228706359863281
618,ok lor but not too early me still having project meeting now,0,[1],{'stage1': 0.015302310642236517},0,1,0.0,7.23719596862793
619,that s not v romantic,0,[1],{'stage1': 0.013971532155766827},0,1,0.0,8.0108642578125
620,haha can but i m having dinner with my cousin,0,[1],{'stage1': 0.017040791786714436},0,1,0.0,1.7442703247070312
621,umma did she say anything,0,[1],{'stage1': 0.020501270941236226},0,1,0.0,0.0
622,buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together again loving smile,0,[1],{'stage1': 0.02077147880888491},0,1,0.0,23.54264259338379
623,its not the same here still looking for a job how much do ta s earn there,0,[1],{'stage1': 0.01915030275190476},0,1,0.0,7.489442825317383
624,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,0,"[1, 2]","{'stage1': 0.04143285388992336, 'stage2': 0.15095771206700692, 'stage2_fallback': True}",0,2,0.0,9.64498519897461
625,got c i lazy to type i forgot in lect i saw a pouch but like not v nice,0,[1],{'stage1': 0.022388933057634414},0,1,0.0,7.250308990478516
626,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,0,[1],{'stage1': 0.01700441183827647},0,1,0.0,8.609771728515625
627,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,0,"[1, 2]","{'stage1': 0.07706038788768473, 'stage2': 0.3346757746540187, 'stage2_fallback': True}",0,2,0.0,10.71929931640625
628,seriously tell her those exact words right now,0,"[1, 2]","{'stage1': 0.047527393305256835, 'stage2': 0.22412799818505572, 'stage2_fallback': True}",0,2,0.0,4.007101058959961
629,noice text me when you re here,0,"[1, 2]","{'stage1': 0.057819941228835645, 'stage2': 0.22452221934362943, 'stage2_fallback': True}",0,2,0.0,8.88824462890625
630,k actually can you guys meet me at the sunoco on howard it should be right on the way,0,[1],{'stage1': 0.01577591863067536},0,1,0.0,13.96322250366211
631,camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,1,[1],{'stage1': 0.5789365101612641},1,1,0.0,8.159160614013672
632,my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,0,[1],{'stage1': 0.013703219842963472},0,1,0.0,9.656906127929688
633,ok but tell me half an hr b4 u come i need 2 prepare,0,[1],{'stage1': 0.020404493654847422},0,1,0.0,7.156848907470703
634,his frens go then he in lor not alone wif my mum n sis lor,0,[1],{'stage1': 0.014150646012576634},0,1,0.0,7.999420166015625
635,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after 2 you need to come home you need to getsleep and if anything you need to b studdying ear training,0,[1],{'stage1': 0.023188898920269273},0,1,0.0,8.617401123046875
636,much better now thanks lol,0,"[1, 2]","{'stage1': 0.05888878479906364, 'stage2': 0.2111581001720297, 'stage2_fallback': True}",0,2,0.0,11.824607849121094
637,i think i ve fixed it can you send a test message,0,"[1, 2]","{'stage1': 0.05458941123648314, 'stage2': 0.30365452440509755, 'stage2_fallback': True}",0,2,0.0,0.0
638,my house here e sky quite dark liao if raining then got excuse not 2 run already rite hee,0,[1],{'stage1': 0.01931775966234513},0,1,0.0,11.10386848449707
639,what today sunday sunday is holiday so no work,0,"[1, 2]","{'stage1': 0.03853297441464961, 'stage2': 0.17387361678074645, 'stage2_fallback': True}",0,2,0.0,15.776872634887695
640,hey come online use msn we are all there,0,[1],{'stage1': 0.02576084268362666},0,1,0.0,6.674289703369141
641,double mins double txt 1 2 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optout lf56,1,[1],{'stage1': 0.6971699338124814},1,1,0.0,12.6495361328125
642,that means you got an a in epi she s fine she s here now,0,[1],{'stage1': 0.02131921651700285},0,1,0.0,5.755424499511719
643,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,0,"[1, 2]","{'stage1': 0.03628647647719656, 'stage2': 0.20685281498382443, 'stage2_fallback': True}",0,2,0.0,6.646394729614258
644,sorry i ll call later,0,"[1, 2]","{'stage1': 0.03532059026545395, 'stage2': 0.18267692122421322, 'stage2_fallback': True}",0,2,0.0,15.727996826171875
645,kinda first one gets in at twelve aah speak tomo,0,"[1, 2]","{'stage1': 0.036913684486036664, 'stage2': 0.163740011226531, 'stage2_fallback': True}",0,2,0.0,0.0
646,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,0,[1],{'stage1': 0.018016078757675517},0,1,0.0,17.917394638061523
647,sorry i ll call later,0,"[1, 2]","{'stage1': 0.03532059026545395, 'stage2': 0.1826768431187258, 'stage2_fallback': True}",0,2,0.0,0.0
648,oh god i am happy to see your message after 3 days,0,"[1, 2]","{'stage1': 0.09934948919600825, 'stage2': 0.2834806116585213, 'stage2_fallback': True}",0,2,0.0,13.820886611938477
649,im good i have been thinking about you,0,"[1, 2]","{'stage1': 0.06942768602937546, 'stage2': 0.160815284776066, 'stage2_fallback': True}",0,2,0.0,15.958786010742188
650,great never been better each day gives even more reasons to thank god,0,"[1, 2]","{'stage1': 0.09331411012088862, 'stage2': 0.15757972983331037, 'stage2_fallback': True}",0,2,0.0,0.0
651,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,0,"[1, 2]","{'stage1': 0.05820048678054736, 'stage2': 0.3842258627314179, 'stage2_fallback': True}",0,2,0.0,15.739917755126953
652,if i die i want u to have all my stuffs,0,"[1, 2]","{'stage1': 0.04199319633926515, 'stage2': 0.1490816295196187}",0,2,0.0,0.0
653,u sick still can go shopping,0,"[1, 2]","{'stage1': 0.03512208804893985, 'stage2': 0.09860879997654805}",0,2,0.0,19.773244857788086
654,best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,0,"[1, 2]","{'stage1': 0.04509048797511557, 'stage2': 0.13375851095503277}",0,2,0.0,13.063669204711914
655,get your garden ready for summer with a free selection of summer bulbs and seeds worth 33 50 only with the scotsman this saturday to stop go2 notxt co uk,1,[1],{'stage1': 0.7893898945253878},1,1,0.0,0.0
656,that s cool i ll come by like lt gt ish,0,[1],{'stage1': 0.010786079569849442},0,1,0.0,17.403125762939453
657,give her something to drink if she takes it and doesn t vomit then you her temp might drop if she unmits however let me know,0,[1],{'stage1': 0.0222908359503325},0,1,0.0,7.899284362792969
658,i can t make it tonight,0,[1],{'stage1': 0.028560384299956096},0,1,0.0,5.749940872192383
659,uhhhhrmm isnt having tb test bad when youre sick,0,"[1, 2]","{'stage1': 0.03150800645734611, 'stage2': 0.13406240753660034}",0,2,0.0,0.0
660,huh i cant thk of more oredi how many pages do we have,0,"[1, 2]","{'stage1': 0.033747606021578815, 'stage2': 0.2449656170364653, 'stage2_fallback': True}",0,2,0.0,24.402618408203125
661,ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,0,"[1, 2]","{'stage1': 0.041840185095331855, 'stage2': 0.2817825150731568, 'stage2_fallback': True}",0,2,0.0,7.510185241699219
662,i don t know same thing that s wrong everyso often he panicks starts goin on bout not bein good enough,0,[1],{'stage1': 0.023439080851578285},0,1,0.0,0.0
663,i called and said all to him then he have to choose this future,0,"[1, 2]","{'stage1': 0.07293638454165524, 'stage2': 0.18699073029835142, 'stage2_fallback': True}",0,2,0.0,15.703201293945312
664,aiyar sorry lor forgot 2 tell u,0,[1],{'stage1': 0.02137927557084686},0,1,0.0,7.976531982421875
665,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call 09066364589,1,[1],{'stage1': 0.5857865389748725},1,1,0.0,7.885932922363281
666,take some small dose tablet for fever,0,"[1, 2]","{'stage1': 0.06588179147320772, 'stage2': 0.1697806630921216, 'stage2_fallback': True}",0,2,0.0,15.640020370483398
667,sorry got a late start we re on the way,0,[1],{'stage1': 0.024326277655532542},0,1,0.0,8.402347564697266
668,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603,1,[1],{'stage1': 0.5929583529544885},1,1,0.0,7.415294647216797
669,i m a guy browsin is compulsory,0,"[1, 2]","{'stage1': 0.0638011066736879, 'stage2': 0.147463195889587}",0,2,0.0,0.0
670,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world gnun sent via way2sms com,0,"[1, 2]","{'stage1': 0.1144144070429397, 'stage2': 0.2652728672253692, 'stage2_fallback': True}",0,2,0.0,15.810012817382812
671,solve d case a man was found murdered on lt decimal gt lt gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir i was sleeping when the murder took place 4 cook i was cooking 5 gardener i was picking vegetables 6 house maid i went 2 d post office 7 children we went 2 play 8 neighbour we went 2 a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,0,"[1, 2]","{'stage1': 0.030776990315883664, 'stage2': 0.2690217934775014, 'stage2_fallback': True}",0,2,0.0,13.654708862304688
672,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon c,0,[1],{'stage1': 0.021693859668349826},0,1,0.0,7.751941680908203
673,tmrw im finishing 9 doors,0,"[1, 2]","{'stage1': 0.05615528924402474, 'stage2': 0.1911988087044898, 'stage2_fallback': True}",0,2,0.0,9.902715682983398
674,wah okie okie muz make use of e unlimited haha,0,"[1, 2]","{'stage1': 0.047132272002250925, 'stage2': 0.295671753271676, 'stage2_fallback': True}",0,2,0.0,11.183977127075195
675,thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub,0,"[1, 2]","{'stage1': 0.03566188295329305, 'stage2': 0.21138437021278855, 'stage2_fallback': True}",0,2,0.0,4.00543212890625
676,hi this is yijue it s regarding the 3230 textbook it s intro to algorithms second edition i m selling it for 50,0,"[1, 2]","{'stage1': 0.16429436880930998, 'stage2': 0.22742205874654037, 'stage2_fallback': True}",0,2,0.0,14.016151428222656
677,sorry i ll call later in meeting,0,[1],{'stage1': 0.02749987179413087},0,1,0.0,2.3386478424072266
678,yay you better not have told that to 5 other girls either,0,"[1, 2]","{'stage1': 0.05272111360937514, 'stage2': 0.18427207897062572, 'stage2_fallback': True}",0,2,0.0,15.214920043945312
679,whatsup there dont u want to sleep,0,"[1, 2]","{'stage1': 0.04052530032217721, 'stage2': 0.114063717532868}",0,2,0.0,8.012533187866211
680,wot u wanna do then missy,0,"[1, 2]","{'stage1': 0.043020745102560605, 'stage2': 0.1844251117488864, 'stage2_fallback': True}",0,2,0.0,12.653350830078125
681,i can call in lt gt min if thats ok,0,"[1, 2]","{'stage1': 0.029920770318312386, 'stage2': 0.17640768599164852, 'stage2_fallback': True}",0,2,0.0,10.19144058227539
682,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,[1],{'stage1': 0.7900806285994999},1,1,0.0,8.261680603027344
683,dunno lei he neva say,0,[1],{'stage1': 0.025734573480724172},0,1,0.0,8.66389274597168
684,its a big difference lt gt versus lt gt every lt gt hrs,0,[1],{'stage1': 0.010727886638171138},0,1,0.0,0.0
685,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,0,"[1, 2]","{'stage1': 0.05391070969640824, 'stage2': 0.18219266349322386, 'stage2_fallback': True}",0,2,0.0,16.063213348388672
686,tyler getting an 8th has to leave not long after 9 can you get here in like an hour,0,"[1, 2]","{'stage1': 0.035353804884271596, 'stage2': 0.17742442713094037, 'stage2_fallback': True}",0,2,0.0,9.083271026611328
687,private your 2003 account statement for fone no shows 800 un redeemed s i m points call 08715203656 identifier code 42049 expires 26 10 04,1,[1],{'stage1': 0.7421635463731318},1,1,0.0,6.675243377685547
688,i will reach before ten morning,0,"[1, 2]","{'stage1': 0.04247694371885617, 'stage2': 0.20196090760605898, 'stage2_fallback': True}",0,2,0.0,7.9822540283203125
689,i will be gentle baby soon you will be taking all lt gt inches deep inside your tight pussy,0,"[1, 2]","{'stage1': 0.05370229181109875, 'stage2': 0.15709812470825776, 'stage2_fallback': True}",0,2,0.0,7.727622985839844
690,what he said is not the matter my mind saying some other matter is there,0,[1],{'stage1': 0.015943744924592686},0,1,0.0,15.975475311279297
691,when you and derek done with class,0,"[1, 2]","{'stage1': 0.03872841100074132, 'stage2': 0.14017791834103774}",0,2,0.0,11.386394500732422
692,i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold,0,[1],{'stage1': 0.018473460711130298},0,1,0.0,5.760431289672852
693,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0,[1],{'stage1': 0.015675645447772578},0,1,0.0,8.624792098999023
694,i take it we didn t have the phone callon friday can we assume we won t have it this year now,0,"[1, 2]","{'stage1': 0.06596097345027517, 'stage2': 0.25398089944945434, 'stage2_fallback': True}",0,2,0.0,6.000757217407227
695,quite ok but a bit ex u better go eat smth now else i ll feel guilty,0,[1],{'stage1': 0.02431392817150842},0,1,0.0,15.638351440429688
696,hey so this sat are we going for the intro pilates only or the kickboxing too,0,"[1, 2]","{'stage1': 0.05370663200197438, 'stage2': 0.2094636358985858, 'stage2_fallback': True}",0,2,0.0,11.85297966003418
697,goodmorning today i am late for lt decimal gt min,0,"[1, 2]","{'stage1': 0.041338017789213526, 'stage2': 0.1685455721560655, 'stage2_fallback': True}",0,2,0.0,9.891986846923828
698,thanx yup we coming back on sun finish dinner going back 2 hotel now time flies we re tog 4 exactly a mth today hope we ll haf many more mths to come,0,"[1, 2]","{'stage1': 0.02985738663974702, 'stage2': 0.268967697777725, 'stage2_fallback': True}",0,2,0.0,10.033845901489258
699,that day say cut ur hair at paragon is it called hair sense do noe how much is a hair cut,0,[1],{'stage1': 0.023460500195537227},0,1,0.0,0.0
700,bloomberg message center 447797706009 why wait apply for your future bloomberg com,1,[1],{'stage1': 0.5143853725494032},1,1,0.0,17.133235931396484
701,unfortunately i ve just found out that we have to pick my sister up from the airport that evening so don t think i ll be going out at all we should try to go out one of th,0,[1],{'stage1': 0.02543411347542638},0,1,0.0,0.0
702,i love you you know can you feel it does it make your belly warm i wish it does my love i shall meet you in your dreams ahmad adoring kiss,0,[1],{'stage1': 0.020795071625530948},0,1,0.0,14.025449752807617
703,i m okay chasing the dream what s good what are you doing next,0,"[1, 2]","{'stage1': 0.029461452235929622, 'stage2': 0.18621419402137948, 'stage2_fallback': True}",0,2,0.0,0.0
704,just got outta class gonna go gym,0,"[1, 2]","{'stage1': 0.030959689381074348, 'stage2': 0.10735016590945186}",0,2,0.0,22.040605545043945
705,i career tel have added u as a contact on indyarocks com to send free sms to remove from phonebook sms no to lt gt,0,[1],{'stage1': 0.4972050474259893},1,1,0.0,7.752656936645508
706,whos this am in class,0,"[1, 2]","{'stage1': 0.03556071100845789, 'stage2': 0.17905826969224217, 'stage2_fallback': True}",0,2,0.0,10.925054550170898
707,gosh that what a pain spose i better come then,0,[1],{'stage1': 0.015283911483866316},0,1,0.0,6.750583648681641
708,thanks for loving me so you rock,0,"[1, 2]","{'stage1': 0.041365757938891724, 'stage2': 0.261633151841981, 'stage2_fallback': True}",0,2,0.0,10.08152961730957
709,i am not sure about night menu i know only about noon menu,0,[1],{'stage1': 0.02693367917554031},0,1,0.0,5.748987197875977
710,old orchard near univ how about you,0,"[1, 2]","{'stage1': 0.037787125211563535, 'stage2': 0.16391764531872802, 'stage2_fallback': True}",0,2,0.0,0.0
711,well i was about to give up cos they all said no they didn t do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it,0,[1],{'stage1': 0.01764136622344256},0,1,0.0,15.782356262207031
712,sorry completely forgot will pop em round this week if your still here,0,"[1, 2]","{'stage1': 0.07211766468171289, 'stage2': 0.2505623438306952, 'stage2_fallback': True}",0,2,0.0,15.774011611938477
713,that means get the door,0,"[1, 2]","{'stage1': 0.03841075476747316, 'stage2': 0.17063114048626057, 'stage2_fallback': True}",0,2,0.0,9.671449661254883
